0.000000,4746.000000
60.000000,4685.000000
120.000000,4709.000000
180.000000,4658.000000
240.000000,4821.000000
300.000000,4782.000000
360.000000,4896.000000
421.000000,4942.000000
481.000000,5012.000000
541.000000,4918.000000
601.000000,4930.000000
661.000000,4995.000000
721.000000,5035.000000
781.000000,5006.000000
841.000000,5010.000000
901.000000,5039.000000
961.000000,5056.000000
1021.000000,5024.000000
1081.000000,5087.000000
1141.000000,5095.000000
1201.000000,5023.000000
1261.000000,5121.000000
1321.000000,5151.000000
1381.000000,5155.000000
1441.000000,5048.000000
1501.000000,5189.000000
1562.000000,5108.000000
1622.000000,5127.000000
1682.000000,5133.000000
1742.000000,5155.000000
1802.000000,5122.000000
1862.000000,5195.000000
1922.000000,5157.000000
1982.000000,5179.000000
2042.000000,5188.000000
2102.000000,5265.000000
2162.000000,5291.000000
2222.000000,5304.000000
2282.000000,5255.000000
2342.000000,5280.000000
2402.000000,5259.000000
2462.000000,5217.000000
2522.000000,5259.000000
2582.000000,5214.000000
2643.000000,5319.000000
2703.000000,5282.000000
2763.000000,5361.000000
2823.000000,5335.000000
2883.000000,5317.000000
2943.000000,5303.000000
3003.000000,5262.000000
3063.000000,5360.000000
3123.000000,5380.000000
3183.000000,5357.000000
3243.000000,5392.000000
3303.000000,5370.000000
3363.000000,5370.000000
3423.000000,5355.000000
3483.000000,5333.000000
3543.000000,5358.000000
3603.000000,5315.000000
3663.000000,5350.000000
3724.000000,5418.000000
3784.000000,5390.000000
3844.000000,5435.000000
3904.000000,5373.000000
3964.000000,5437.000000
4024.000000,5410.000000
4084.000000,5392.000000
4144.000000,5518.000000
4204.000000,5464.000000
4264.000000,5437.000000
4324.000000,5485.000000
4384.000000,5422.000000
4444.000000,5438.000000
4504.000000,5460.000000
4564.000000,5468.000000
4624.000000,5530.000000
4684.000000,5544.000000
4744.000000,5541.000000
4804.000000,5467.000000
4865.000000,5524.000000
4925.000000,5485.000000
4985.000000,5611.000000
5045.000000,5508.000000
5105.000000,5522.000000
5165.000000,5578.000000
5225.000000,5543.000000
5285.000000,5578.000000
5345.000000,5511.000000
5405.000000,5593.000000
5465.000000,5646.000000
5525.000000,5592.000000
5585.000000,5598.000000
5645.000000,5572.000000
5705.000000,5585.000000
5765.000000,5658.000000
5825.000000,5561.000000
5885.000000,5619.000000
5946.000000,5663.000000
6006.000000,5635.000000
6066.000000,5665.000000
6126.000000,5682.000000
6186.000000,5689.000000
6246.000000,5715.000000
6306.000000,5697.000000
6366.000000,5733.000000
6426.000000,5710.000000
6486.000000,5651.000000
6546.000000,5639.000000
6606.000000,5658.000000
6666.000000,5711.000000
6726.000000,5729.000000
6786.000000,5752.000000
6846.000000,5824.000000
6906.000000,5710.000000
6966.000000,5790.000000
7027.000000,5764.000000
7087.000000,5780.000000
7147.000000,5816.000000
7207.000000,5812.000000
7267.000000,5854.000000
7327.000000,5786.000000
7387.000000,5791.000000
7447.000000,5880.000000
7507.000000,5891.000000
7567.000000,5917.000000
7627.000000,5947.000000
7687.000000,5857.000000
7747.000000,5912.000000
7807.000000,5944.000000
7867.000000,6011.000000
7927.000000,5929.000000
7987.000000,5937.000000
8047.000000,5869.000000
8107.000000,6033.000000
8168.000000,5988.000000
8228.000000,5990.000000
8288.000000,5953.000000
8348.000000,6000.000000
8408.000000,6047.000000
8468.000000,5983.000000
8528.000000,6037.000000
8588.000000,6023.000000
8648.000000,5981.000000
8708.000000,5970.000000
8768.000000,5997.000000
8828.000000,6072.000000
8888.000000,5977.000000
8948.000000,6044.000000
9008.000000,6055.000000
9068.000000,6073.000000
